Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Sarran L., Christensen M.H., Hviid C.A., Radoszynski A.M., Rode C., Pinson P.","57210918706;57208131932;23987462000;57210914125;35993069300;19337428700;","Data-driven study on individual occupant comfort using heating setpoints and window openings in new low-energy apartments - preliminary insights",2019,"E3S Web of Conferences","111",,"04063","","",,2,"10.1051/e3sconf/201911104063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071887911&doi=10.1051%2fe3sconf%2f201911104063&partnerID=40&md5=dbc28a91c33b04519f2008ddae4a797f","Department of Civil Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Department of Electrical Engineering, Technical University of Denmark, Kongens Lyngby, Denmark","Sarran, L., Department of Civil Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Christensen, M.H., Department of Electrical Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Hviid, C.A., Department of Civil Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Radoszynski, A.M., Department of Electrical Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Rode, C., Department of Civil Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Pinson, P., Department of Electrical Engineering, Technical University of Denmark, Kongens Lyngby, Denmark","Sarran, L.; Department of Civil Engineering, Denmark; email: lucjsar@byg.dtu.dk","Kurnitski J.Wargocki P.Mazzarela L.Zhang H.Nastase I.Tanabe S.-I.Gameiro da Silva M.C.Cao G.Inard C.","EDP Sciences",25550403,,,,"English","E3S Web Conf.",Conference Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85071887911
"Imagawa H., Rijal H.B., Shukuya M.","56411730300;16230947700;6701865186;","Development of Single and Combined Fan-Use Models in Japanese Dwellings",2019,"IOP Conference Series: Earth and Environmental Science","294","1","012078","","",,3,"10.1088/1755-1315/294/1/012078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071880215&doi=10.1088%2f1755-1315%2f294%2f1%2f012078&partnerID=40&md5=1054efa8e5c3f092d4664887fe090e40","Tokyo City University, Japan","Imagawa, H., Tokyo City University, Japan; Rijal, H.B., Tokyo City University, Japan; Shukuya, M., Tokyo City University, Japan",,,"Institute of Physics Publishing",17551307,,,,"English","IOP Conf. Ser. Earth Environ. Sci.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85071880215
"Rodriguez C., Coronado M., D'Alessandro M., Medina J.","55574197892;57210344434;56428716400;56372219200;","The importance of standardised data-collection methods in the improvement of thermal comfort assessment models for developing countries in the tropics",2019,"Sustainability (Switzerland)","11","15","4180","","",,6,"10.3390/su11154180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070405088&doi=10.3390%2fsu11154180&partnerID=40&md5=a68e35550eb51f4d04cbd15c49e7900f","Architecture Program, University Piloto de Colombia, Carrera 9 No. 45A-44, Bogotá, 110311, Colombia; Architecture, Built Environment and Construction Engineering Department (ABC), Polytechnic University of Milan; Campus Leonardo, via Bonardi 9, Milan, 20133, Italy; Architecture Department, University of Los Andes, Cra 1 No 18A-12, Bogotá, 111711, Colombia","Rodriguez, C., Architecture Program, University Piloto de Colombia, Carrera 9 No. 45A-44, Bogotá, 110311, Colombia; Coronado, M., Architecture Program, University Piloto de Colombia, Carrera 9 No. 45A-44, Bogotá, 110311, Colombia; D'Alessandro, M., Architecture, Built Environment and Construction Engineering Department (ABC), Polytechnic University of Milan; Campus Leonardo, via Bonardi 9, Milan, 20133, Italy; Medina, J., Architecture Department, University of Los Andes, Cra 1 No 18A-12, Bogotá, 111711, Colombia","Rodriguez, C.; Architecture Program, Carrera 9 No. 45A-44, Colombia; email: carolina-rodriguez1@unipiloto.edu.co",,"MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85070405088
"Aryal A., Becerik-Gerber B.","57196927135;57200377085;","A comparative study of predicting individual thermal sensation and satisfaction using wrist-worn temperature sensor, thermal camera and ambient temperature sensor",2019,"Building and Environment","160",,"106223","","",,52,"10.1016/j.buildenv.2019.106223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067638464&doi=10.1016%2fj.buildenv.2019.106223&partnerID=40&md5=ff206bc0ee98da741b4c5274581ab2a6","Sonny Astani Dept. of Civil and Environmental Engineering, Viterbi School of Engineering, Univ. of Southern California, KAP 217, 3620 South Vermont Ave., Los Angeles, CA  90089-2531, United States","Aryal, A., Sonny Astani Dept. of Civil and Environmental Engineering, Viterbi School of Engineering, Univ. of Southern California, KAP 217, 3620 South Vermont Ave., Los Angeles, CA  90089-2531, United States; Becerik-Gerber, B., Sonny Astani Dept. of Civil and Environmental Engineering, Viterbi School of Engineering, Univ. of Southern California, KAP 217, 3620 South Vermont Ave., Los Angeles, CA  90089-2531, United States","Becerik-Gerber, B.; Sonny Astani Dept. of Civil and Environmental Engineering, KAP 217, 3620 South Vermont Ave., United States; email: becerik@usc.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85067638464
"Vellei M., Le Dréau J.","56951347600;55359330700;","A novel model for evaluating dynamic thermal comfort under demand response events",2019,"Building and Environment","160",,"106215","","",,16,"10.1016/j.buildenv.2019.106215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067340499&doi=10.1016%2fj.buildenv.2019.106215&partnerID=40&md5=f9f576f20520226736c9f18b8bc74be7","LaSIE - Laboratoire des Sciences de l'Ingénieur pour l'Environnement (UMR CNRS 7356), La Rochelle University, 23 Avenue Albert Einstein, La Rochelle, 17000, France","Vellei, M., LaSIE - Laboratoire des Sciences de l'Ingénieur pour l'Environnement (UMR CNRS 7356), La Rochelle University, 23 Avenue Albert Einstein, La Rochelle, 17000, France; Le Dréau, J., LaSIE - Laboratoire des Sciences de l'Ingénieur pour l'Environnement (UMR CNRS 7356), La Rochelle University, 23 Avenue Albert Einstein, La Rochelle, 17000, France","Vellei, M.; LaSIE - Laboratoire des Sciences de l'Ingénieur pour l'Environnement (UMR CNRS 7356), 23 Avenue Albert Einstein, France; email: marika.vellei@univ-lr.fr",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85067340499
"Aristizabal S., Porter P., Clements N., Campanella C., Zhang R., Hovde K., Lam C.","53867854400;57210846027;36349162200;57217795403;55696900000;57211484913;57211491030;","Conducting Human-Centered Building Science at the Well Living Lab",2019,"Technology Architecture and Design","3","2",,"161","173",,6,"10.1080/24751448.2019.1640535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074139018&doi=10.1080%2f24751448.2019.1640535&partnerID=40&md5=9e967e71b8ee8d4bc56c261eeb5f7f19","Well Living Lab, United States; Delos, United States; Mayo Clinic, United States","Aristizabal, S., Well Living Lab, United States; Porter, P., Well Living Lab, United States; Clements, N., Well Living Lab, United States; Campanella, C., Delos, United States; Zhang, R., Well Living Lab, United States; Hovde, K., Mayo Clinic, United States; Lam, C., Well Living Lab, United States",,,"Routledge",24751448,,,,"English","Tech. Arch. Des.",Article,"Final","",Scopus,2-s2.0-85074139018
"Lotfabadi P., Hançer P.","56226286200;7801589168;","A comparative study of traditional and contemporary building envelope construction techniques in terms of thermal comfort and energy efficiency in hot and humid climates",2019,"Sustainability (Switzerland)","11","13","3582","","",,13,"10.3390/su11133582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068742977&doi=10.3390%2fsu11133582&partnerID=40&md5=643d709e20019a9a4823fa37eac9404b","Faculty of Architecture, Eastern Mediterranean University, Via Mersin 10, Famagusta, North Cyprus, 99628, Turkey","Lotfabadi, P., Faculty of Architecture, Eastern Mediterranean University, Via Mersin 10, Famagusta, North Cyprus, 99628, Turkey; Hançer, P., Faculty of Architecture, Eastern Mediterranean University, Via Mersin 10, Famagusta, North Cyprus, 99628, Turkey","Lotfabadi, P.; Faculty of Architecture, Via Mersin 10, Turkey; email: pooya.lotfabadi@gmail.com",,"MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85068742977
"He Y., Chen W., Wang Z., Zhang H.","56707800600;57191890109;56176432100;37056565100;","Review of fan-use rates in field studies and their effects on thermal comfort, energy conservation, and human productivity",2019,"Energy and Buildings","194",,,"140","162",,32,"10.1016/j.enbuild.2019.04.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064459410&doi=10.1016%2fj.enbuild.2019.04.015&partnerID=40&md5=4e1eeaea0109c0cf25c335faa1679767","Center for the Built Environment, University of California, Berkeley, CA  94720, United States; College of Civil Engineering, Hunan University, Changsha, Hunan  410082, China; Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin University, Tianjin, China; Energy Technology Area, Lawrence Berkeley National Lab, 1 Cyclotron Road, Berkeley, CA  94720, United States","He, Y., Center for the Built Environment, University of California, Berkeley, CA  94720, United States, College of Civil Engineering, Hunan University, Changsha, Hunan  410082, China; Chen, W., Center for the Built Environment, University of California, Berkeley, CA  94720, United States, Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin University, Tianjin, China; Wang, Z., Center for the Built Environment, University of California, Berkeley, CA  94720, United States, Energy Technology Area, Lawrence Berkeley National Lab, 1 Cyclotron Road, Berkeley, CA  94720, United States; Zhang, H., Center for the Built Environment, University of California, Berkeley, CA  94720, United States","Chen, W.; Center for the Built Environment, United States; email: chenwenhua14@tju.edu.cn",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85064459410
"Piselli C., Pisello A.L.","56532466200;54896291600;","Occupant behavior long-term continuous monitoring integrated to prediction models: Impact on office building energy performance",2019,"Energy","176",,,"667","681",,29,"10.1016/j.energy.2019.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064480137&doi=10.1016%2fj.energy.2019.04.005&partnerID=40&md5=ce3dd6f6e138b904954ce13def831ab4","CIRIAF - Interuniversity Research Centre, University of Perugia, Via G. Duranti 63, Perugia, 06125, Italy; Department of Engineering, University of Perugia, Via G. Duranti 91, Perugia, 06125, Italy","Piselli, C., CIRIAF - Interuniversity Research Centre, University of Perugia, Via G. Duranti 63, Perugia, 06125, Italy, Department of Engineering, University of Perugia, Via G. Duranti 91, Perugia, 06125, Italy; Pisello, A.L., CIRIAF - Interuniversity Research Centre, University of Perugia, Via G. Duranti 63, Perugia, 06125, Italy, Department of Engineering, University of Perugia, Via G. Duranti 91, Perugia, 06125, Italy","Pisello, A.L.; Department of Engineering, Via G. Duranti 91, Italy; email: anna.pisello@unipg.it",,"Elsevier Ltd",03605442,,ENEYD,,"English","Energy",Article,"Final","",Scopus,2-s2.0-85064480137
"Menyhárt J., Kalmár F.","57190584503;6507596543;","Investigation of thermal comfort responses with fuzzy logic",2019,"Energies","12","9","1792","","",,3,"10.3390/en12091792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065862526&doi=10.3390%2fen12091792&partnerID=40&md5=bd652b591e25f458a074ea1e8c64316b","Department of Mechanical Engineering, Faculty of Debrecen, Ótemet o street 2-4, Debrecen, 4028, Hungary; Department of Building Services and Building Engineering, Faculty of Debrecen, Ótemet o street 2-4, Debrecen, 4028, Hungary","Menyhárt, J., Department of Mechanical Engineering, Faculty of Debrecen, Ótemet o street 2-4, Debrecen, 4028, Hungary; Kalmár, F., Department of Building Services and Building Engineering, Faculty of Debrecen, Ótemet o street 2-4, Debrecen, 4028, Hungary","Kalmár, F.; Department of Building Services and Building Engineering, Ótemet o street 2-4, Hungary; email: fkalmar@eng.unideb.hu",,"MDPI AG",19961073,,,,"English","Energies",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85065862526
"Moffitt L.","57195518771;","Materializing Convection",2019,"Architecture and Culture","7","2",,"317","330",,,"10.1080/20507828.2019.1627117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070818755&doi=10.1080%2f20507828.2019.1627117&partnerID=40&md5=0ee2f839e8349855d1055b46e6a94307","Edinburgh School of Architecture and Landscape Architecture (ESALA), University of Edinburgh, Edinburgh, United Kingdom","Moffitt, L., Edinburgh School of Architecture and Landscape Architecture (ESALA), University of Edinburgh, Edinburgh, United Kingdom","Moffitt, L.; Edinburgh School of Architecture and Landscape Architecture (ESALA), United Kingdom; email: Lisa.Moffitt@ed.ac.uk",,"Taylor and Francis Ltd.",20507828,,,,"English","Archit. Cult.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85070818755
